catalog_products(2)
Id,fieldType,Tittle,Link,description,image_link,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,availability,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_03330b66-71e2-969f-1267-1b2297207f67,Product,Mini Macaron Earrings,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_72e4917692ac4e43bb725a564b7159aa~mv2.jpg;b09bd3_a15fadc2839542839d865ec399b70a30~mv2.jpg,Earrings;'Sweets' Earrings Collection,,,15,,true,PERCENT,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4e8077b1-937e-484e-80f1-d4229cc922cd,Product,"He loves me, he loves me nots",https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_fb0e36926bc94a959f6cf5e01c33e937~mv2.jpg;b09bd3_e098ce18fe304400b80db48dba265d57~mv2.jpg;b09bd3_a6641dde0f8c450b8bd1be3843f0c26a~mv2.jpg;b09bd3_782c244642064231b3b30ae36feac4ee~mv2.jpg;b09bd3_3f831f2ebbc1433f82112c5f9f6c5426~mv2.jpg,Earrings,,,12,,true,PERCENT,0,,,,Color of Flower,DROP_DOWN,Dark Pink;Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4e8077b1-937e-484e-80f1-d4229cc922cd,Variant,,,,,,,,,,true,,,0,,,,,Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4e8077b1-937e-484e-80f1-d4229cc922cd,Variant,,,,,,,,,,true,,,1,,,,,Dark Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f2da25d6-6452-b287-1eef-1f8e044f0a28,Product,Cotton Candy Hoops,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_d4ac8df2d96e4b5a84e962d13725ef45~mv2.jpg,Sale Items,,,10,,true,AMOUNT,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_62444add-14a5-1c95-e508-c78d6b2420f0,Product,Daisy Drops,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Handmade Polymer Clay Earrings</p><p>Made with ♡</p>,b09bd3_32173638f4aa4672b78f91f939237351~mv2.jpg,Earrings;New Items,,,12,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_806c5e08-18c9-9c3a-1482-1a2632ff13ea,Product,Luna Moons,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Made out of Polymer Clay &amp; finished with UV Resin<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_92af4612d31044588341f82d418c8342~mv2.jpg;b09bd3_ff391d9303894a809ad1969b9fb1f8a9,Earrings,,,20,,true,PERCENT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0be6e145-8d6a-1bf1-53a5-ff2db988120d,Product,Whipped Cream Studs,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Handmade Polymer Clay Earrings</p><p>&nbsp;</p><p>Lightweight with Sterling Silver Earrings hooks</p><p>&nbsp;</p><p>Made with ♡</p>,b09bd3_8b0fde09870d4510868d134c42275a47~mv2.jpg;b09bd3_279c47b9d2c348d1a6acc434c58b2441~mv2.jpg;b09bd3_6326a55f28aa4be0be870b2fd3ec8b6c~mv2.jpg,'Sweets' Earrings Collection;Earrings,,,10,,true,PERCENT,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_18890b44-b256-aeb4-babc-fcb839231b42,Product,Chococlate Cake Earrings,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Handmade Polymer Clay Earrings</p><p>Lightweight with Sterling Silver Earrings hooks</p><p>&nbsp;</p><p>Made with ♡</p>,b09bd3_60b1f0a36ba14da5956303d9ff0db023~mv2.jpg;b09bd3_d9c87aa0ee36463e882eda1e05d3e6b8~mv2.jpg,'Sweets' Earrings Collection;Earrings;New Items,,,18,,true,PERCENT,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_66dc994c-8dc1-1930-5b37-5384ba017e64,Product,Cheesecake Earrings (Blueberry or Cherry),https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Blueberry or Cherry Cheesecake</p><p>&nbsp;</p><p>Made out of Polymer Clay<br><br>Stainless Steal Earring Studs &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_85e48ce0eafb426b88369b0bcede66c7~mv2.jpg;b09bd3_86fdd69e081146c8b1668a651040ccf3~mv2.jpg;b09bd3_d972772fc14a4de7974b479e7cc2798f~mv2.jpg,Earrings;'Sweets' Earrings Collection,,,15,,true,PERCENT,0,,,,Type of Cheesecake,DROP_DOWN,Blueberry;Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_66dc994c-8dc1-1930-5b37-5384ba017e64,Variant,,,,,,,,,,true,,,1,,,,,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_66dc994c-8dc1-1930-5b37-5384ba017e64,Variant,,,,,,,,,,true,,,1,,,,,Blueberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_79d3f16a-8350-ef12-14cb-8ee4047af424,Product,Purple MegaStars,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Handmade Polymer Clay Earrings</p><p>Lightweight with Sterling Silver Earrings backs</p><p>Made with ♡</p>,b09bd3_a460b6d2da6b4b4883f0a748f6671083~mv2.jpg;b09bd3_200a4908a5e24f8c9c23e317d1b09fac~mv2.jpg;b09bd3_f0b6fa56d500403c8bfe97081e67ce39,Earrings,,,14,,true,PERCENT,0,OutOfStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_75c3e17e-66e2-c5f7-248c-78043406003e,Product,Macaron Keychain,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Made out of Polymer Clay<br>Stainless Steal Chain &amp; lightweight<br>Hand made with ♡</p>,b09bd3_855c7a1d62ae4b5d93ca6c222ffcb225~mv2.jpg,Keychains,,,9,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fdea31fc-02bb-cd51-b475-fa9f956c6561,Product,Choclate Truffle Keychain,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Made out of Polymer Clay &amp; hand painted<br>Stainless Steal Chain &amp; lightweight<br>Hand made with ♡</p>,b09bd3_c3d40d656cfd4169a5c8b693cc3a316d~mv2.jpg;b09bd3_2255c06c10404b7ca5354475c95ad441~mv2.jpg,Keychains,,,10,,true,PERCENT,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fe2b855e-9bad-b18a-3810-b8385a163027,Product,Bi-Latte Vinyl Sticker,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Professionally printed on Vinyl</p>,b09bd3_e2e6f8aca934480eba5dde2178f63fcd~mv2.jpg;b09bd3_cc2f7b79e36d48eda0e00fcae134aa5f~mv2.jpg,All Stickers;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_747c602c-8256-fb30-ea50-8bf978ca8590,Product,"""Rainbow Butterfly"" Clear Vinyl Sticker",https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Professionally printed on Vinyl</p>,b09bd3_bd9ddd26b0154c569686d81a3491bc8b~mv2.jpg;b09bd3_8cfacc84cb464776b27d4a39160cd309~mv2.jpg,All Stickers;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ddacc97c-6670-5bcf-77d7-a2bd984028e0,Product,"""Proud AF"" Clear Vinyl Sticker",https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Professionally printed on Vinyl</p>,b09bd3_d08010eeeb3e45288c6261d7d8aa4853~mv2.jpg;b09bd3_a561e92c416a4610b2225f481432fd24~mv2.jpg,All Stickers;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b98ba10a-06b9-3a0b-7580-660281f155ee,Product,Strawberries & Cream,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Waffle Earrings</p><p>&nbsp;</p><p>Made out of Polymer Clay<br><br>Stainless Steal Earring Studs &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_3bbdfec29c014917baff93f1302dfeb0~mv2.png;b09bd3_dff38b21b03f4124b85a62be5985ace7~mv2.png,Sale Items,,,15,,true,AMOUNT,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7c49f564-ab47-172b-283e-de759154ea33,Product,Rainbow Cake Keychain,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Made out of Polymer Clay<br>Stainless Steal Chain &amp; lightweight<br>Hand made with ♡</p>,b09bd3_6801e2a15b3e424a9cc11dc1985b1d62~mv2.png;b09bd3_922f540ce31f4def8b304a2ab5f4e905~mv2.png;b09bd3_f888fb8614d642efbb9e5141beb61dd2;b09bd3_a15a5dab2f9349eab117eec0e1eab6e0~mv2.jpg,Keychains,,,11,,true,PERCENT,0,OutOfStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_32fc30af-b1f6-9be0-4c33-8e872c50d66a,Product,"""Slice of Cake"" Keychain",https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Made out of Polymer Clay<br>Stainless Steal Chain &amp; lightweight<br>Hand made with ♡</p>,b09bd3_047c5d01e1804aae8a75afe63b907a0b~mv2.png;b09bd3_bd6b3cd99241402d8cc6de7463814f3b~mv2.png,Keychains,,,9,,true,PERCENT,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_342700e3-dd04-2e60-5a89-9556bbc61cee,Product,"""Grow as you go"" Clear Vinyl Sticker",https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Printed professionally on Vinyl with a Clear Backround</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_9a192c398f404ef08828023b954807c1~mv2.jpg;b09bd3_982b15191ebc482a97bf38b02b41c614;b09bd3_8a905ef42f0643088ccf4a17a87a176f~mv2.png,All Stickers;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e24981e0-7dc5-5e56-e321-7ccda48f790d,Product,Frenchie Clear Vinyl Sticker,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Printed professionally on Vinyl with a Clear Backround</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_fc5e3ff6f99e41f9ba745a38ded851c7~mv2.jpg;b09bd3_56515661e24c42a5be990653b21164c1,All Stickers;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_237fafde-0a32-437a-3a1e-a7f6e17bbdaa,Product,"Glitter ""You are Magic"" Vinyl Sticker",https://www.kateandkrisshop.com/product-page/music-is-life-sticker,"<p>Printed professionally on Vinyl</p><p>&nbsp;</p><p>3""X3.5""</p><p>&nbsp;</p>",b09bd3_6e8b4a3660b249519e24de44ca9bf7df~mv2.jpg;b09bd3_7c4f83f674fc416eae9fbde2f61dbc2e~mv2.jpg;b09bd3_3d76d1ff10a04154b1cca06b5b66b8eb~mv2.jpg;b09bd3_d5a21938151c44d990305b9ade06ec8c~mv2.jpg;b09bd3_a95b90a9abe3498b92ed8369e273314d;b09bd3_23c45315936a4e6692aa327a6590ea21~mv2.jpg;b09bd3_707a34aa2800406385ee5e997a623ca9~mv2.jpg,All Stickers;WHOLESALE,,,4,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_354e4535-e9ce-6814-61b2-03748ddf3434,Product,Starstruck,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Star Drop Earrings</p><p>&nbsp;</p><p>Made out of Polymer Clay &amp; finsihed with Glaze<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_fe248ec99f5746e7bcdea36bf7dd4b56~mv2.png;b09bd3_155f24072ebb41d7a1fee0954676d7d0~mv2.jpg,Earrings,,,14,,true,PERCENT,0,OutOfStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_24623625-b4af-0af6-46bd-07b0b646b5a1,Product,"""It's never too late for a fresh start"" Clear Vinyl Sticker",https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Printed professionally on Vinyl</p><p>&nbsp;</p>,b09bd3_590c584e36c14ec2886e241378506b4e~mv2.jpg;b09bd3_f32f2d9ced2743999cf8d8fea4fd44bf~mv2.png;b09bd3_4bcb704ec2864edaa788b98d0bdcfbf2,All Stickers;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f73dd08-b8d7-cbd8-984f-ffd2b1666c2c,Product,Dreamer Cloud Vinyl Sticker,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Printed professionally on Vinyl</p><p>&nbsp;</p>,b09bd3_aeef60f90ab74badbefec2dd0e51f8a2~mv2.jpg;b09bd3_5784d25052e746858e970b203f5e202e~mv2.png;b09bd3_92b96ad7acb8489a9cca25a5d26d67fa~mv2.jpg;b09bd3_a39808574c8541b8b9204f013a854b29;b09bd3_ef44457d1e75438a96d0c526e6a8f8b7;b09bd3_20b95a5f4e4c471899bb75c68686ee52~mv2.jpg;b09bd3_0181a6ec99884bb7a4544c35f3bb748d~mv2.jpg;b09bd3_37237d0a7a27487f9f1e37e474aa4785~mv2.jpg,All Stickers;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5816643e-f43c-c9bb-6d7c-0103521061a8,Product,MegaStar Studs,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Handmade Polymer Clay Earrings</p><p>Lightweight with Sterling Silver Earrings backs</p><p>Made with ♡</p>,b09bd3_5ab9cca5c0c0451f9b51c948b3649e2f~mv2.png;b09bd3_c6550db4f19f48d880addd05d248015a,Earrings,,,14,,true,PERCENT,0,OutOfStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7c475b3b-bc96-fbab-6b9b-4662d28225a6,Product,Cherry Blossoms,https://www.kateandkrisshop.com/product-page/pink-flower-drop-earrings,<p>Flower Drop Earrings</p><p>&nbsp;</p><p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_851d51a69b884f2187baae119ad2d7a8~mv2.png,Sale Items,,,15,,true,AMOUNT,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6162c6e6-5c2f-fa96-dd12-b4303a910149,Product,The Get Downs,https://www.kateandkrisshop.com/product-page/retro-purple-swirl-square-earrings,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_0a93c70a5e8e416ebbff5240258e9b5e~mv2.png,Sale Items,,,16,,true,AMOUNT,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ed5adc4b-e571-5dd1-e6e9-a64fdfa2d992,Product,Pretty in Pinks,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Sparkly Unicorn Dust Stud Earrings<br><br>Made out of Polymer Clay &amp; finished with UV Resin<br><br>Stainless Steal Earring Back &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_ae57fa47134841fa8afe69b5b4f6ec7e~mv2.jpg,Earrings,,,12,,true,PERCENT,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_701551f3-aa9b-e5a2-4f14-19af12d58193,Product,The Main Characters,https://www.kateandkrisshop.com/product-page/sparkly-unicorn-dust-heart-stud-earrings,"<p>Sparkly Unicorn Dust Stud Earrings<br><br>Made out of Polymer Clay, hand painted with Unicorn Dust &amp; finished with UV Resin<br><br>Stainless Steal Earring Back &amp; lightweight<br><br>Hand made with ♡</p>",b09bd3_caea0e570b6046b8b4ab3125c0c6385f~mv2.jpg;b09bd3_e437fba3cd8e497b913b3d1796f11df1,Earrings,,,16,,true,PERCENT,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_75a9f49c-3ccc-9562-e09f-afbb80629eed,Product,Sugar Highs,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Handmade Polymer Clay Earrings</p><p>Choose between Pink or Red Jam</p><p>Lightweight with Sterling Silver Earrings hooks</p><p>&nbsp;</p><p>Made with ♡</p>,b09bd3_e86a916d61f64ccf83c8d169b37237ff~mv2.jpg;b09bd3_742f5c2c6915492582b98ba0b70541c0;b09bd3_656fbaa220eb44babd049c217c1457c9~mv2.jpg;b09bd3_3471b8a8c1474ffc90c75eaa62c2e4f9~mv2.jpg,Earrings;'Sweets' Earrings Collection,,,18,,true,PERCENT,0,,,,Color Jam ,DROP_DOWN,Pink;Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_75a9f49c-3ccc-9562-e09f-afbb80629eed,Variant,,,,,,,,,,true,,,1,,,,,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_75a9f49c-3ccc-9562-e09f-afbb80629eed,Variant,,,,,,,,,,true,,,1,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5c49d699-48a4-0977-b01d-790c1d7a4db2,Product,Smore Loves,https://www.kateandkrisshop.com/product-page/smores-earrings,<p>Handmade Polymer Clay Earrings</p><p>Lightweight with Sterling Silver Earrings hooks</p><p>&nbsp;</p><p>Made with ♡</p>,b09bd3_1048cc4e5bca42bcb719e20d263206e6~mv2.jpg;b09bd3_605f740468c846e980c81c376275327a;b09bd3_62672e678343497ca0f57a402a760cc7~mv2.jpg,Earrings;'Sweets' Earrings Collection,,,16,,true,PERCENT,0,OutOfStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_278b8c92-9e4c-d0c5-c39c-0156be2018a5,Product,Grandma's Biscuits,https://www.kateandkrisshop.com/product-page/cookie-sandwhich-earrings-1,<p>Handmade Polymer Clay Earrings</p><p>Lightweight with Sterling Silver Earrings hooks</p><p>&nbsp;</p><p>Made with ♡</p>,b09bd3_b94be5e85e77449f92ad319eedbc6444~mv2.jpg;b09bd3_93c90770cd3b4249b1334c2efea23019;b09bd3_f4bcdcbc605e4f618bacdb2ffaa9a593~mv2.jpg,Earrings;'Sweets' Earrings Collection,,,14,,true,PERCENT,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_079bc237-8a3c-560f-fd21-c7e9a1e811c9,Product,Rainbow Cake Earrings,https://www.kateandkrisshop.com/product-page/rainbow-cake-earrings,<p>Handmade Polymer Clay Earrings</p><p>Lightweight with Sterling Silver Earrings hooks</p><p>&nbsp;</p><p>Made with ♡</p>,b09bd3_a58ef25a367e434782131f35b1cef6e0~mv2.jpg;b09bd3_31d3f9d649ac4d6f846b55864c7ceb11~mv2.jpg;b09bd3_acb2d227e87f4517b525f96bd2b07274~mv2.jpg,'Sweets' Earrings Collection;Earrings;New Items,,,18,,true,PERCENT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d7066d1-3143-d1c4-e96b-ec91afa4b423,Product,Strawberry Shortcakes,https://www.kateandkrisshop.com/product-page/valentine-s-day-cake-earrings,<p>Handmade Polymer Clay Earrings</p><p>Lightweight with Sterling Silver Earrings hooks</p><p>&nbsp;</p><p>Made with ♡</p>,b09bd3_70b00dd10b1547c8908531b91f7a776e~mv2.jpg;b09bd3_72f9baabb5444b75830cc2499c4ee11f;b09bd3_39c74688edc14fd6b3fc2ec014bce3e4~mv2.jpg;b09bd3_a4841285d8d44f519b3aa0ef2d442b10~mv2.jpg,'Sweets' Earrings Collection;Earrings,,,18,,true,PERCENT,0,,,,Type of Icing ,DROP_DOWN,Icing Drip;Full Icing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d7066d1-3143-d1c4-e96b-ec91afa4b423,Variant,,,,,,,,,,true,,,1,,,,,Icing Drip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d7066d1-3143-d1c4-e96b-ec91afa4b423,Variant,,,,,,,,,,true,,,1,,,,,Full Icing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1893aae9-7a9a-b92d-b824-f8c35af28df0,Product,"""LOL No"" Vinyl Sticker",https://www.kateandkrisshop.com/product-page/music-is-life-sticker,"<p>Professionally printed on Vinyl</p><p>3""X3""</p>",b09bd3_53eaf09f5e074f2c8b0605e2214e5005~mv2.jpg;b09bd3_8627969644fc4afaa99785ecd5443aae~mv2.jpg;b09bd3_925d0760c60141998db9466e9ccb9374~mv2.jpg;b09bd3_a67b4624cc78413a9e4b09ba4d5888e6,All Stickers;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d9940d10-cb3e-2d34-1971-67f6854bfc94,Product,"""Ew Feelings""Cake Vinyl Sticker",https://www.kateandkrisshop.com/product-page/music-is-life-sticker,"<p>Professionally printed on Vinyl<br><br>They are perfect to decorate your laptop, tablet, notebook, diary, phone or wall.<br><br>Sticker size is 3” X 3”</p>",b09bd3_28666fe164f9491a9128cfb770ffdfc1~mv2.jpg;b09bd3_e7350841b9ac4ae7b595d9ce60a384d1~mv2.jpg,All Stickers;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3b8a984b-a6fb-268c-b40c-471455c729e7,Product,Love is Love Holographic Vinyl Sticker,https://www.kateandkrisshop.com/product-page/love-is-love-sticker,<p>Printed professionally on Vinyl</p><p>&nbsp;</p>,b09bd3_e3d7c274b1374e708b98f6ab5e846be7~mv2.jpg;b09bd3_2fc64467e052471bad03e9c605d38a1f,All Stickers;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1fdb41b8-c354-0d07-9fb7-b9b079005b5e,Product,Rainbow Birthday Cake Vinyl Sticker,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Professionally printed on Vinyl</p>,b09bd3_612a59486a2d44988954c5c4d8398f17~mv2.jpg;b09bd3_86ad64b258ac4d3a903fa8ea8eba0818~mv2.jpg;b09bd3_8a92fc76ddb34d6cbae399f90621bd6d,All Stickers;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47d3b63f-324a-a7ae-2893-ce356e6b9e87,Product,Unicorn Keychain,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Stainless Steal Chain &amp; lightweight<br>Hand made with ♡</p>,b09bd3_1830a9da05644523aeb42fb9271b92db~mv2.jpg,Keychains;WHOLESALE,,,9,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b28571df-0d0b-716c-10e5-95975fa8ef74,Product,Ice cream Cone Keychain,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Made out of Polymer Clay<br>Stainless Steal Chain &amp; lightweight<br>Hand made with ♡</p>,b09bd3_a56a5dbfd3a442b59d681c7f153721d3~mv2.jpg,Keychains,,,9,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ad6d44c9-187c-f0b0-d0d1-945c2bcfb388,Product,The Classics,https://www.kateandkrisshop.com/product-page/cookie-sandwhich-earrings,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Studs &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_57fbff1b0afd4d21aba50140c96f122e~mv2.jpg;b09bd3_aed1da500c02465fa02fe7d14d75caf5~mv2.jpg,Earrings;'Sweets' Earrings Collection,,,14,,true,PERCENT,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_81442724-e989-7751-d87e-c16f256fdb45,Product,Cupcake Keychain,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Made out of Polymer Clay<br>Stainless Steal Chain &amp; lightweight<br>Hand made with ♡</p>,b09bd3_733f41f2089845048cd6ea4141f32056~mv2.jpg;b09bd3_616e569039bf490f8d2f4dba2d5e6608~mv2.jpg,Keychains,,,9,,true,PERCENT,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9e7a86e9-6692-2ded-74e2-8d1160f70117,Product,Unicorn Dusts,https://www.kateandkrisshop.com/product-page/sparkly-unicorn-dust-stud-earrings,"<p>Sparkly Unicorn Dust Stud Earrings<br><br>Made out of Polymer Clay, hand painted with Unicorn Dust &amp; finished with UV Resin<br><br>Stainless Steal Earring Back &amp; lightweight<br><br>Hand made with ♡</p>",b09bd3_716a5a01be064b95b9a88e5ef9d861b7~mv2.jpg;b09bd3_fa30b0fcf819412199e8c9d416562a4f;b09bd3_e91bcf078b144e63bd61ed9c13f41690~mv2.jpg,Earrings,,,18,,true,PERCENT,0,,,,Kind of Back,DROP_DOWN,Regular Earring back;Clip On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9e7a86e9-6692-2ded-74e2-8d1160f70117,Variant,,,,,,,,,,true,,,0,,,,,Regular Earring back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9e7a86e9-6692-2ded-74e2-8d1160f70117,Variant,,,,,,,,,,true,,,1,,,,,Clip On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
