catalog_products(2)
Id,fieldType,Tittle,Link,description,image_link,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,availability,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_58ed4897-e96c-befb-9f27-5a6f98ceae0c,Product,Strawberry Cupcake Notepad,https://www.kateandkrisshop.com/product-page/strawberry-cupcake-notepad,<p>Strawberry Cupcake Notepad</p><p>Profesionally Printed<br>5.5” X&nbsp; 8.5”</p><p>50 sheets</p>,b09bd3_0614e7d5216d48159e2faacc8dbdd5db~mv2.jpg;b09bd3_2df59009bb514e9f8a8c65455e47bed4~mv2.jpg;b09bd3_328dbd4632a248a5a363e9fe4a4622ea~mv2.jpg;b09bd3_70587f21e4cc40718725d10e29e5a104,New Items;Stationary;Notepads;WHOLESALE,,,12,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cf8374e3-bc6b-336e-cd53-b5a0a2a83001,Product,Ice Cream Drip Notepad,https://www.kateandkrisshop.com/product-page/ice-cream-drip-notepad,<p>Ice Cream Drip Notepad</p><p>Profesionally Printed<br>5.5” X&nbsp; 8.5”</p><p>50 sheets</p>,b09bd3_93d399d7442441d59af5ae28550a3ce7~mv2.jpg;b09bd3_e01e87b7e76045fbb89bb8f216b2c693~mv2.jpg;b09bd3_0f41d3ca20384dd395009bcf6c86bbf6~mv2.jpg;b09bd3_2df59009bb514e9f8a8c65455e47bed4~mv2.jpg;b09bd3_b5c400f2e0c84edf824e8cf2f01c5802,New Items;Stationary;Notepads;WHOLESALE,,,12,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7df098d6-ac0a-372d-7565-2173aed35092,Product,Macaron Notepad,https://www.kateandkrisshop.com/product-page/moon-clouds-bullet-journal,"<p>Macaron Notepad </p><p>Professionally Printed</p><p> 5.5” X&nbsp; 5. 5""</p><p>50 sheets</p>",b09bd3_366159173e5c42b48092d40e96b396c2~mv2.jpg;b09bd3_0ddf3863d4d04ad3bc3e995a525d8b27~mv2.jpg;b09bd3_3b62ccd6cffd4732bcc6ad45802ff63a~mv2.jpg;b09bd3_15b06fd0512147a49e7d6a536c057a5b,New Items;Stationary;Notepads;WHOLESALE,,,11,,true,PERCENT,0,InStock,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc4522bb-b8f0-459b-01cc-de7ff354f7de,Product,Moon Notepad,https://www.kateandkrisshop.com/product-page/moon-notepad,<p>Moon Notepad</p><p>Profesionally Printed<br>5.5” X&nbsp; 8.5”</p><p>50 sheets</p>,b09bd3_eeb70b4853ba474d87f0fd8a107fe07b~mv2.jpg;b09bd3_f4ee66e4298d44aa8b65f5e98253ac46~mv2.jpg;b09bd3_7cb33454352e4d3bb54db4d5fe0addcc~mv2.jpg;b09bd3_2df59009bb514e9f8a8c65455e47bed4~mv2.jpg;b09bd3_3ce733bca3aa4359a915ecef617eddc8,New Items;Stationary;Notepads;WHOLESALE,,,12,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0aaf35e7-bc74-985c-bc6c-1b5942471459,Product,Donut Dreams Notepad,https://www.kateandkrisshop.com/product-page/donut-lover-notepad,"<p>Donut Dreams Notepad </p><p>Professionally Printed</p><p> 5.5” X&nbsp; 5. 5""</p><p>50 sheets</p>",b09bd3_d32f7f05341046fc9c0ff5e63d6cfd38~mv2.jpg;b09bd3_d444baddd2654a3d89d64a0b8262b803~mv2.jpg;b09bd3_0c41b37306ed4f10b24583572016516c~mv2.jpg;b09bd3_05593c649c614292861e3c7ab44f4942~mv2.jpg;b09bd3_c38e2c37558d4b48a0b9c939ed784175~mv2.jpg;b09bd3_1729128814c34bdbbad7a4c5717210e9,New Items;Stationary;Notepads;WHOLESALE,,,11,,true,PERCENT,0,InStock,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_59ae4ce6-4ee7-7cc8-d537-823f8edf1e8b,Product,Cosmic Brownie Notepad,https://www.kateandkrisshop.com/product-page/cosmic-brownie-notepad,<p>Cosmic Brownie Notepad</p><p>Profesionally Printed<br>5.5” X&nbsp; 8.5”</p><p>50 sheets</p>,b09bd3_b2e48ea154734f8db831a7d346158af2~mv2.jpg;b09bd3_777499d3f9a34a00a91c00c6140dcc07~mv2.jpg;b09bd3_2df59009bb514e9f8a8c65455e47bed4~mv2.jpg;b09bd3_972fca7f7a9c4f1eb381e170506ca671,New Items;Stationary;Notepads;WHOLESALE,,,12,,true,PERCENT,0,InStock,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1b2a5c32-a099-1b58-c12f-5c9595ea1fc9,Product,Sprinkles Bullet Journal,https://www.kateandkrisshop.com/product-page/sprinkles-bullet-journal,"<p>Sprinkles Bullet Journal</p><p>Printed Professionally</p><p>6"" X 9"" with 100 Pages</p><p>&nbsp;</p><p>Hand drawn with 💖</p>",b09bd3_a8b4b1a9231d4fc6a36b5038e12e7afa~mv2.jpg;b09bd3_e26d41106cbc4366a65740ab0f5adb64~mv2.jpg;b09bd3_273aa70f263f445ba2e324ee772cb9e4~mv2.jpg;b09bd3_7df907e1bf5442f1bf179861e9848bad~mv2.jpg,New Items;Stationary;Bullet Journals & Daily Planners;WHOLESALE,,,12,,true,PERCENT,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_94df9e11-5800-f036-23e6-0affc21c3c33,Product,Macaron Bullet Journal,https://www.kateandkrisshop.com/product-page/moon-clouds-bullet-journal,"<p>Macaron Bullet Journal</p><p>Printed Professionally</p><p>6"" X 9"" with 100 Pages</p><p>&nbsp;</p><p>Hand drawn with 💖</p>",b09bd3_5eb5e5dc418a4ea5bd133eb1975e87ea~mv2.jpg;b09bd3_f2bf1603829b4835b5a8aaa62c7dfe14~mv2.jpg;b09bd3_ded3f6a3628d42b1ad8ffc36fbe21191~mv2.jpg;b09bd3_e9ec763efe4a4f78986246b627c7bbad~mv2.jpg,New Items;Stationary;Bullet Journals & Daily Planners;WHOLESALE,,,12,,true,PERCENT,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14feb8e2-f621-fde0-a493-1f0aa260d419,Product,Moon Bullet Journal,https://www.kateandkrisshop.com/product-page/moon-clouds-bullet-journal,"<p>Moon Bullet Journal</p><p>Printed Professionally</p><p>6"" X 9"" with 100 Pages</p><p>&nbsp;</p><p>Hand drawn with 💖</p>",b09bd3_afc6286d52fe4dfdbd9b5b3f15160d71~mv2.jpg;b09bd3_f2bf1603829b4835b5a8aaa62c7dfe14~mv2.jpg;b09bd3_2d4ee1e5dcc744b881eee8f94fe4d697~mv2.jpg;b09bd3_de32a67361de4a6495a09f46f1a9ac14~mv2.jpg,New Items;Stationary;Bullet Journals & Daily Planners;WHOLESALE,,,12,,true,PERCENT,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5b6beb9a-4395-6818-107f-ba284f870c1a,Product,Macaron Magnet,https://www.kateandkrisshop.com/product-page/macaron-magnet,"<p>Printed professionally</p><p>3""x 2"" Magnet</p><p>&nbsp;</p>",b09bd3_2f944332f0434783a336cebc22405be8~mv2.jpg;b09bd3_cb02fe80f68c46e3b8e4fe4aa3506cdd~mv2.jpg,New Items;Magnets;WHOLESALE,,,3.5,,true,PERCENT,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_366bcd7c-16af-1318-bef8-d23bc226e645,Product,No Risk No Magic Magnet,https://www.kateandkrisshop.com/product-page/moon-clouds-bullet-journal,"<p>Printed professionally</p><p>3"" x 3"" Magnet</p><p>&nbsp;</p><p>&nbsp;</p>",b09bd3_9792ec627a00467e85b9e5d734c2d0cf~mv2.jpg;b09bd3_a411f8bc1f624e15a24d61c2aab59e2c~mv2.jpg,New Items;Magnets;WHOLESALE,,,3.5,,true,PERCENT,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5c675700-6f0d-e256-8685-849343a468d6,Product,Heartbreaker Magnet,https://www.kateandkrisshop.com/product-page/moon-clouds-bullet-journal,"<p>Printed professionally</p><p>3""x3"" Magnet</p><p>&nbsp;</p><p>&nbsp;</p>",b09bd3_043a31b938f24aaca3669f84054ca9c6~mv2.png;b09bd3_b19df2916a7b4561937b92b739fa7571~mv2.jpg;b09bd3_ec9ce86245f743ba99fe7b862e75501f~mv2.jpg,New Items;Magnets;WHOLESALE,,,3.5,,true,PERCENT,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_64c4262c-72f0-3c5a-dad5-5116ef56b076,Product,Count your Rainbows Magnet,https://www.kateandkrisshop.com/product-page/moon-clouds-bullet-journal,"<p>Printed professionally</p><p>3"" x 3"" Magnet</p><p>&nbsp;</p><p>&nbsp;</p>",b09bd3_fa2eaa8151454c40bada13d555b17019~mv2.jpg;b09bd3_6a27592c38a84df3b06119c13c50a74b~mv2.jpg;b09bd3_ec9ce86245f743ba99fe7b862e75501f~mv2.jpg,New Items;Magnets;WHOLESALE,,,3.5,,true,PERCENT,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a95f7240-b8f4-e7b1-2090-64594d73457d,Product,Self Love Vinyl Sticker,https://www.kateandkrisshop.com/product-page/moon-clouds-bullet-journal,<p>Printed professionally on Vinyl</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_dd9d6013a662404cb428ade8963a1021~mv2.jpg;b09bd3_26a38d477a7b41bfb5f1bc02fec21d5f~mv2.jpg,All Stickers;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0a4d18ba-248b-d21b-ba1b-1ce281427d96,Product,Don't tell me to Smile Vinyl Sticker,https://www.kateandkrisshop.com/product-page/moon-clouds-bullet-journal,<p>Printed professionally on Vinyl</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_12fe7831bca94de5829cb23aa7343beb~mv2.jpg;b09bd3_484c12f9657b4330b138229c1e943058~mv2.jpg,All Stickers;New Items;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fb427752-7343-9f9c-c09b-85d73778eccd,Product,Donut Tower Clear Vinyl Sticker,https://www.kateandkrisshop.com/product-page/donut-tower-clear-vinyl-sticker,<p>Printed professionally on Vinyl with a clear backround.</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_d335e10eba704ad9a53b2db239cef4f2~mv2.jpg;b09bd3_5ef9618f7d804e3eb85173b385fcf0e5~mv2.jpg;b09bd3_0dcdacd137db481d9e39b806233efee4~mv2.jpg,All Stickers;New Items;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c48c6b64-0de1-7c42-23c1-9a1b06a64e3c,Product,Broken Hearted Gummie Bear Clear Vinyl Sticker,https://www.kateandkrisshop.com/product-page/broken-hearted-gummie-bear-clear-vinyl-sticker,<p>Printed professionally on Vinyl with a clear backround.</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_81439a18d78e4f15b9067a429bfe4671~mv2.jpg;b09bd3_c3ed7c79eab34cad95b9a5f313d17ae0~mv2.jpg,All Stickers;New Items;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_74a07667-ff82-9172-e16c-7a6e9a067c03,Product,Chocolate Bunny Clear Vinyl Sticker,https://www.kateandkrisshop.com/product-page/moon-clouds-bullet-journal,<p>Printed professionally on Vinyl with a clear backround.</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_f2b49e9b88fe442ca448198d79a73a55~mv2.jpg;b09bd3_51dbe9723ebd4dffb9e8ba40fa7904bd~mv2.jpg;b09bd3_49e58e5bdd544cae84600e2c3a0593c1~mv2.jpg,All Stickers;New Items;WHOLESALE,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6d10e537-1cda-293e-1ff7-7786fe6e1b0f,Product,Sugar Daddy Clear Vinyl Sticker,https://www.kateandkrisshop.com/product-page/sugar-daddy-clear-vinyl-sticker,<p>Printed professionally on Vinyl with a clear backround.</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_99c5a801f51e408fa297d895110232d9~mv2.jpg;b09bd3_2c47a430e3644f94a29b313c0c15bc0a~mv2.jpg;b09bd3_7eb3b9abb6f844b68771571176d09a1f~mv2.jpg,All Stickers;New Items;WHOLESALE,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9d3a19dc-2717-96f2-eeae-55fd89813e8d,Product,Count Your Rainbows Vinyl Sticker,https://www.kateandkrisshop.com/product-page/moon-clouds-bullet-journal,<p>Printed professionally on Vinyl</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_94be91354592482ca4b249412bc48678~mv2.jpg;b09bd3_00d4bc426e6f492a8625f9b6c2031634~mv2.jpg;b09bd3_077f105067be4c34b9d72d55eeb95cc4~mv2.jpg,All Stickers;New Items;WHOLESALE,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_93711b63-efeb-9ea2-657e-61557544e3c6,Product,Smores Clear Vinyl Sticker,https://www.kateandkrisshop.com/product-page/moon-clouds-bullet-journal,<p>Printed professionally on Vinyl with a Clear Backround</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_a8475be442eb45b39fe58837596e9963~mv2.jpg;b09bd3_f75a36ad01184e30b00b75243dce2710~mv2.jpg,All Stickers;New Items;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7e40adc3-8999-4a50-e23a-4fd8680f9eae,Product,Strawberry Cupcake Clear Vinyl Sticker,https://www.kateandkrisshop.com/product-page/strawberry-cupcake-clear-vinyl-sticker,<p>Printed professionally on Vinyl with a Clear Backround</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,b09bd3_9efebf0a87ed4f60a68b670d8ff1ed42~mv2.jpg;b09bd3_f4916755aca14b2bab8f3ae010cd4227~mv2.jpg;b09bd3_bde382a7a7fa437ab90969647503c3e1~mv2.jpg,All Stickers;New Items;WHOLESALE,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ea5cce03-f660-42ee-bcea-cafbc30ada23,Product,Rainbow Monthly Planner,https://www.kateandkrisshop.com/product-page/rainbow-daily-planner,"<p>Our Kate &amp; Kris Monthly Planner</p><p>Printed Professionally</p><p>7"" X 10 "" with 100 Pages</p><p>10 Custom Drawn Pages for each month</p><p>Includes a Mood Tracker, Bullet pages, Monthly, Daily &amp; Weekly Planning</p><p>&nbsp;</p><p>Hand drawn with 💖</p>",b09bd3_08683ef352104e65aa02a7d7471baf65~mv2.jpg;b09bd3_bc43590a65ab4b5d88f953516e6afec7~mv2.jpg;b09bd3_3e72c8946e08489997e8f90047974673~mv2.jpg;b09bd3_ba3d9059a64f4c428a19d8f32bb35988~mv2.jpg;b09bd3_364cf57c034e4a21b424886fbd7717eb~mv2.jpg;b09bd3_4e4099bf98a1457b8cc9c9dd2a1863a3;b09bd3_b3055e8c3d1d4290b75604f63cdfd1cb~mv2.jpg;b09bd3_f6a5cd6cba454f8fa5bf1eb87b45053d~mv2.jpg;b09bd3_dd9192053ae24679be5a58d10901c575~mv2.jpg;b09bd3_7430aef7cbc44f74a32b48b26dc7b8da~mv2.jpg;b09bd3_99f34e9b30be46538a2483ae158c05da~mv2.jpg;b09bd3_7917b43731ea415fb9600f8d5304d1dd~mv2.jpg;b09bd3_9668336ebd8f444d9979df5895e2ef17~mv2.jpg;b09bd3_dce1beb95ab34bdf92f67d4bec6991c0~mv2.jpg,New Items;Stationary;Bullet Journals & Daily Planners;WHOLESALE,,,18,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3d97c9d5-b995-2d04-9109-81fdd31983d4,Product,Rainbow Bullet Journal,https://www.kateandkrisshop.com/product-page/rainbow-bullet-journal,"<p>Rainbow Bullet Journal</p><p>Printed Professionally</p><p>6"" X 9"" with 100 Pages</p><p>&nbsp;</p><p>Hand drawn with 💖</p>",b09bd3_364cf57c034e4a21b424886fbd7717eb~mv2.jpg;b09bd3_f2bf1603829b4835b5a8aaa62c7dfe14~mv2.jpg;b09bd3_90f77968f3ca44d48fe1a8b9dea83695~mv2.jpg;b09bd3_08683ef352104e65aa02a7d7471baf65~mv2.jpg;b09bd3_cba9946f7c1a4ad188d83689948eeade;b09bd3_c2a620dcb4064b35b31851010967ba19~mv2.jpg,New Items;Stationary;Bullet Journals & Daily Planners;WHOLESALE,,,12,,true,PERCENT,0,8,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9f4034b1-a7e3-0b4b-b03e-773541804787,Product,"""It's Never too Late for a Fresh Start"" Bullet Journal",https://www.kateandkrisshop.com/product-page/moon-clouds-bullet-journal,"<p>""It's Never too Late for a Fresh Start"" Bullet Journal</p><p>Printed Professionally</p><p>6"" X 9"" with 100 Pages</p><p>&nbsp;</p><p>Hand drawn with 💖</p>",b09bd3_fc8e7d2480914192a21f933bd2908f1e~mv2.jpg;b09bd3_f2bf1603829b4835b5a8aaa62c7dfe14~mv2.jpg;b09bd3_1fd742c6877c4453a53a208065acb39f~mv2.jpg;b09bd3_ca48771de8b94d3b9fa69f5364475fd1~mv2.jpg;b09bd3_f70c08e04ba142eb9575e6845760c652~mv2.jpg;b09bd3_328d0fef9529412986f19d7189094c3f,New Items;Stationary;Bullet Journals & Daily Planners;WHOLESALE,,,12,,true,PERCENT,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_293d9809-371b-d0a7-757c-11616f65a11b,Product,"""Self Care isn't Selfish"" Vinyl Sticker",https://www.kateandkrisshop.com/product-page/moon-clouds-bullet-journal,<p>Professionally printed on Vinyl</p>,b09bd3_cd99a0e68603486480dcc9e783ce2e32~mv2.jpg;b09bd3_3debd94279e240d88280ddd84ba6db64~mv2.png,All Stickers;New Items;WHOLESALE;Sale Items,,,3,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d3efced-2068-f64e-9a34-1d291bd95214,Product,Pride Cake Keychains,https://www.kateandkrisshop.com/product-page/moon-clouds-bullet-journal,<p>Please choose your cake colors<br>Made out of Polymer Clay<br>Stainless Steal Chain &amp; lightweight<br>Hand made with ♡</p>,b09bd3_8c49af6442b249ffa2251bface4b8608~mv2.jpg;b09bd3_34584fa2dbbe48708113bc5ec80cd8c6;b09bd3_28b2e4dc4f774516a4e3cc07dfcc95e4~mv2.jpg;b09bd3_3eaff5f61bb649febe208b876b9683ba~mv2.jpg;b09bd3_1bbebf16f04e4b70a1df36b07ccc997b~mv2.jpg;b09bd3_dffff70fc39c43d0841f769fad9bdd91~mv2.jpg;b09bd3_6053bbb6e08f4e0c99ac6023b73ed694~mv2.jpg;b09bd3_74e51ac22b964e7181efa60408b135be~mv2.jpg;b09bd3_f0a85f60937f4a4796767598221bebce~mv2.jpg;b09bd3_df92703ec45b46f59210c8d50a29dd4f~mv2.jpg;b09bd3_7852cc87478b4ca29799cc7c22733b48~mv2.jpg;b09bd3_2efa7dd504784e329fdfd6c4b4df01a2~mv2.jpg;b09bd3_8afb94a5b6e74e869afb0ed0ece5685d~mv2.jpg;b09bd3_2587ff8a532f443fa8f57be30ae5c2f0~mv2.jpg;b09bd3_9707c85e67664d1fbf75a9e11850eba6~mv2.jpg,Keychains,,,11,,true,PERCENT,0,,,,Flag Colors ,DROP_DOWN,Asexual;Bisexual;Lesbian;Pansexual;Rainbow;Transgender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d3efced-2068-f64e-9a34-1d291bd95214,Variant,,,,,,,,,,true,,,3,,,,,Rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d3efced-2068-f64e-9a34-1d291bd95214,Variant,,,,,,,,,,true,,,2,,,,,Asexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d3efced-2068-f64e-9a34-1d291bd95214,Variant,,,,,,,,,,true,,,1,,,,,Pansexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d3efced-2068-f64e-9a34-1d291bd95214,Variant,,,,,,,,,,true,,,1,,,,,Bisexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d3efced-2068-f64e-9a34-1d291bd95214,Variant,,,,,,,,,,true,,,2,,,,,Transgender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d3efced-2068-f64e-9a34-1d291bd95214,Variant,,,,,,,,,,true,,,1,,,,,Lesbian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a121e66-061f-bc23-a25e-bc1fe5c74e4a,Product,Pride Cake Earrings,https://www.kateandkrisshop.com/product-page/moon-clouds-bullet-journal,<p>Handmade Polymer Clay Earrings</p><p>&nbsp;</p><p>Your choice of Type of Cake</p><p>&nbsp;</p><p>Lightweight with Sterling Silver Earrings hooks</p><p>&nbsp;</p><p>Made with ♡</p>,b09bd3_12c3a11c255247c6a4f7c80cee3ceaa6~mv2.jpg;b09bd3_3790f0fc36494ef5bb6e1f3c45cd34c7~mv2.jpg;b09bd3_d0ec87d1cbad4ebf83f03ff70c5d88b5~mv2.jpg;b09bd3_7852cc87478b4ca29799cc7c22733b48~mv2.jpg;b09bd3_3eaff5f61bb649febe208b876b9683ba~mv2.jpg;b09bd3_1639c0dea3a04e33bf3bb960f1597e0a~mv2.jpg;b09bd3_5f738c08a82743d499fc87ddb183326c~mv2.jpg;b09bd3_c8cb625d56ad496c9c5dac15aca219b5~mv2.jpg;b09bd3_2be59bedc0ed477f8ac79a37d9d112c0~mv2.jpg,'Sweets' Earrings Collection;Earrings,,,18,,true,PERCENT,0,,,,Flag Colors ,DROP_DOWN,Asexual;Bisexual;Transgender;Rainbow;Pansexual;Lesbian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a121e66-061f-bc23-a25e-bc1fe5c74e4a,Variant,,,,,,,,,,true,,,1,,,,,Lesbian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a121e66-061f-bc23-a25e-bc1fe5c74e4a,Variant,,,,,,,,,,true,,,0,,,,,Rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a121e66-061f-bc23-a25e-bc1fe5c74e4a,Variant,,,,,,,,,,true,,,1,,,,,Asexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a121e66-061f-bc23-a25e-bc1fe5c74e4a,Variant,,,,,,,,,,true,,,1,,,,,Transgender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a121e66-061f-bc23-a25e-bc1fe5c74e4a,Variant,,,,,,,,,,true,,,0,,,,,Pansexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a121e66-061f-bc23-a25e-bc1fe5c74e4a,Variant,,,,,,,,,,true,,,0,,,,,Bisexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b3040901-75bf-fa55-12dd-c33d5bbd4c87,Product,Strawberry Studs,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_c5a6002cbf724e13b06816b91379da30~mv2.jpg;b09bd3_c274c65407264532b37db3acf04249ee~mv2.jpg;b09bd3_01a27bb284d244b2b589eca19481f033~mv2.jpg,Earrings;'Sweets' Earrings Collection,,,10,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ec8c6ae0-1dbd-ed65-5efb-2be08faf3cd5,Product,Galaxy Donuts,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_c786ae3fab3647cfbef35b953a870283~mv2.jpg;b09bd3_ab3cf51d576c47b185c868347bd7b622~mv2.jpg;b09bd3_f21493d92944424491adbf8af26c1b0c~mv2.jpg,Earrings;'Sweets' Earrings Collection,,,18,,true,PERCENT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1af18b39-1cc6-7f0a-8bfb-976fea1fa2b2,Product,The Daisy-Hearts,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_e8e47abe543b4dd4bd4303d4de77ccd5~mv2.jpg;b09bd3_8d9c69a926fa40c4a1e648bf357c2a9a~mv2.jpg;b09bd3_19bb71f7b49942fabc65d76b69869942~mv2.jpg,Earrings,,,12,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_98dc7d3c-e098-4551-bbea-17f56c5fa28a,Product,Rainbow Dreams,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_5e068af0676647c4ba2c9ce16ea5ad4c~mv2.jpg;b09bd3_b933db1068734f6c80e059e440227646~mv2.jpg,Earrings,,,15,,true,PERCENT,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_70535584-4727-3637-4827-235dedfd155e,Product,To the Moon & Backs,https://www.kateandkrisshop.com/product-page/music-is-life-sticker,<p>Made out of Polymer Clay<br><br>Stainless Steal Earring Hooks &amp; lightweight<br><br>Hand made with ♡</p>,b09bd3_8f0c065da0634ba6a67ccd3bfc842158~mv2.jpg;b09bd3_d36d53f9234e4522a04dfa3d5ca6b96e;b09bd3_48b839ae48ed4e4e8c225fe72e1eabd6~mv2.jpg;b09bd3_dac2a0bc76d5430f97a3f3d9598c0720~mv2.jpg,Earrings,,,14,,true,PERCENT,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
